id,text,user_id
1561867152650653698,"@Iexandre Extrema Imprensa esquerdopata segue com a perseguição raivosa ao presidente Bolsonaro, onde estavam quando os petralhas estavam saqueando o Brasil!?!",1518697587804712967
1561867152629682179,"""Estamos em um governo sem corrupção"" Fala de Bolsonaro.

A gargalhada que eu dei",1090007824762064896
1561867152575045640,Tá mto bom vê o bonner maluco com o Bolsonaro KKKKKKKMMMMKKKKKKKKK,814672899583963141
1561867152533094401,"fanfics de hoje:

william bonner incentiva o bolsonaro a ser ditador

estamos num governo sem corrupção",951636002979876871
1561867152495443970,o mais assustador é estar assistindo esse debate com mainha e ela estar DEFENDENDO bolsonaro kkkkkkkkkkkkk,1046506552574791685
1561867152331886592,@kimpaim BOLSONARO TRITURA.!!!,1512184299944095745
1561867152298315776,"""Você está me incentivando a ser um ditador.""
Presidente Jair Bolsonaro a um jornalista que perguntou sobre o Centrão ser a base do governo, quando ele acusava o Centrão de ser o caos da política.",20153591
1561867152151519232,"o cérebro de milhões do bolsonaro q n consegue gravar 4 nomes diferentes 
#BolsonaroNoJN #JN https://t.co/NvoYdvMGQo",1239644536827252737
1561867152008822790,me sentindo privilegiada por não ter como ouvir bolsonaro na tv,1124107350384812033
1561867151908257792,"EDUCAÇÃO, BOLSONARO!",1343379468853915650
1561867151866302464,BOLSONARO MENTIROSO #JN https://t.co/HJjMXDTbj0,36490952
1561867151866224642,Caralho o bolsonaro tá sendo bombardeado nos argumentos kkkkkkkk,1471277304454201348
1561867151836864514,"O Bolsonaro parece que tá chapado caralho , perguntam sobre um assunto e o cara entende outra coisa , tá engraçado dms kkkkkkkkkkkk",1546472574112210946
1561867151731998720,"Tava triste, aí fui assistir o Bolsonaro na Globo e agr n paro de rir KKKKKKKKK mt bom, homem burro parece q tem déficit",1561749990183141379
1561867151706832896,"se o Bonner ou a Renata falarem centrão mais uma vez, o Bolsonaro faz tal qual o filho e se caga nas calças",1288656199655841792
1561867151643918338,"A entrevista do Bolsonaro no #jn deveria vir com a TAG: ""As informações apresentadas aqui tratam-se de meras ilusões e não refletem a realidade"".",1431837578857230341
1561867151539044352,O bolsonaro foge mais das perguntas do que o Dumfries vai pro ataque #ForaBolsonaro,998892103399862273
1561867151513878530,Bolsonaro pro Bonner ou Bonner pro Bolsonaro? https://t.co/U16cpvYTpy,217937132
1561867151476154369,"""O Bolsonaro"" indicou ministros tecnicos....
mas Onix é altamente corrupto......",1522118011511279617
1561867151455264769,"Bolsonaro: meu governo é sem corrupção.

Menino, tu acredita nas mentiras que tu fala? #BolsonaroNoJN",1545287745614057472
1561867151430017024,"Eu odeio o bolsonaro, falo do fundo do meu coração e Deus que me perdoe mas eu ODEIO o bolsonaro",1158054627948072960
1561867151341920257,mais otario que o bolsonaro so o povo que cai no papo de um cara que não consegue falar uma frase que faça sentido,1426161181648203778
1561867151262220288,Bolsonaro falando q não tem corrupção no governo dele KKKKKKKKKKKK aí meu senhooooooor,1445161700886450176
1561867151144894466,Bolsonaro falando q o Bonner está estimulando ele a ser ditador . É cada uma q esse cretino fala,180524067
1561867151077773313,Dá até vergonha de ver o Bolsonaro falando,361420301
1561867150909898752,bolsonaro fugindo da pergunta se é ou não do centrao,1318881023011266565
1561867150905823232,Renata não jantou hj pq ela tá com fome e vai comer o Bolsonaro todo ao vivo,1253680491942653952
1561867150872174592,A mão do Bolsonaro cheia de cola na entrevista KKKKKKK Vai toma no cu véi,968620771638693888
1561867150855479298,uau bolsonaro parabéns vc deu 600 reais de auxílio 🫣😮🙏🏻🙏🏻 parabéns por fazer o mínimo por sua população ❤️,1446238418233606155
1561867150708678657,"""qual é a dificuldade de escolher um bom ministro da educação?""
a dificuldade é que nenhum educador que se preze vai andar com Bolsonaro",17546422
1561867150675136514,"Ei Bolsonaro o Centrao existe desde a Constituinte de 1987 e você vem dizer que no seu tempo não tinha? Zero em história,  zero em geografia,  zero em matemática #JornalNacional",1247972193054658560
1561867150532513792,"Tenha vergonha nessa cara, Bonner! Sorrisinho de canto de boca parecendo rapariga ruim... Graças a Deus o Bolsonaro responde a tudo na maior tranquilidade! Tramontina cortando!

#bonnercaraderapariga
#BolsonaroReeleitoEm2022",1244784040286265344
1561867150528241666,"Capitão Pátria envelheceu e ficou assim kkkkk

#BolsonaroNoJN #JornalNacional #Bolsonaro #bonner https://t.co/UOfwyezAIP",1087456250030444545
1561867150528217089,"Cada vez que o Bolsonaro começa a macetar os coisinhas, eles mudam de assunto hahahahahahaha",1486114512726106122
1561867150528217088,"eu acabei de ver um tt de um cara flnd q Bolsonaro tá botando pra fuder…

meu Deus essas horas eu queria ser analfabeto",1126294214352998400
1561867150368952320,"Nunca vi uma pessoa pra destorce tanto as coisas igual o Bolsonaro pqp, que cara ridículo.",1462754568459141133
1561867150238826499,Bolsonaro corre das perguntas como o diabo corre da Cruz #Eleições2022,2924172497
1561867150201085953,esse bolsonaro é FEIO viu!?!,1206218033699708928
1561867150188580864,Tá aí que não sabia que o olho do Bolsonaro era azul,262289162
1561867150167531521,"Renata pegou um contrataque maravilhoso agora na saída de bola do Bolsonaro pqp kkkkkkkkkkkkkkkkkkk

Falando de ministros e na educação?",2715608470
1561867150121439232,"Bolsonaro tá que nem eu em prova subjetiva quando eu não sei a resposta. Enrola, fala nada com nada e da informações de vozes vindas do além.",188794765
1561867150104887296,não sei quem odeia mais o bolsonaro se sou eu ou o bonner,1268280040619479040
1561867149886586881,Bolsonaro faz questão de não ouvir e desconsiderar completamente a presença da Renata vasconcellos. É um completo Machista!! #JornalNacional #BolsonaroMentiroso,1068862920300404736
1561867149529989120,"bolsonaro: sorry, era brincadeirinha",1224887825306353666
1561867149492322304,BOLSONARO FOGE DE TODAS AS PERGUNTAS!!! PORRA COMO QUE QUANDO EM 2018 NÃO EXISTIA CENTRÃO??? Se o TEMER É DO CENTRÃO!!!!!!!!!! Meu Deussssssss,1393057975925936136
1561867149270028290,"""Você tá me estimulando a ser ditador""

Tá lá Bolsonaro lendo a Constituição sob uma foto de Ulysses Guimarães na parede, e William Bonner chega com um facão, dizendo ""Vira ditador, porra! Bora!""",88960197
1561867149043548160,to curtindo todos os tweets falando mal do bolsonaro mas eu nem to vendo a entrevista porque nessa casa de POBRE não tem televisão,1551932782905008128
1561867149022580736,"Renata para Bolsonaro: ""Qual é a dificuldade de escolher um bom ministro da Educação?"" #BolsonaroNoJN",124600468
1561867148988923904,Ba esse bolsonaro se passa kkkkkk,1520969094954115074
1561867148905091072,"""No meu tempo não era Centrão "" 
Oiiii???? Bolsonaro passando VERGONHA",486144769
1561867148850565120,"@kimpaim Bolsonaro respondendo ao Bonner qdo ele falou do Centrao: “Você está me incentivando a ser ditador!”
Bolso tramontina!",1951820624
1561867148791881728,o Bolsonaro tem sorte que os seus eleitores não assistem a Globo porque essa entrevista tá sendo deprimente pra ele #JN,1223801139725991938
1561867148775067649,"@djcarlao_ E deveria continuar, se fosse julgado conforme nossa lei prevê. Mas não foi, e hoje está solto, mesmo depois do mensalão. Eu quero que Lula se foda, mas não tanto quanto eu gostaria que Bolsonaro fosse.",2805911708
1561867148745736193,@wtfislala ib: larica bolsonaro habladora de vdds 😘,1227631684885110786
1561867148229853184,A vontade do  Bolsonaro de descer a porrada no boner e fora de base 😹😹 taca o pal neles presidente @jairbolsonaro,1466924255799652355
1561867148036898818,Bolsonaro só foge das perguntas 🤣🤣🤣🤣,1633506930
1561867148020137985,Repare na palma da mão de Bolsonaro: Tem “colinha” para a prova do JN #BolsonaronoJN https://t.co/qBkteYUwZ9,864145466488967170
1561867147982376961,"porra. imagina falar que não teve corrupção no governo do bolsonaro. não tem como não, só sendo muito idiota para acreditar",195796154
1561867147961401344,Bolsonaro rei do humor,1047481108382851072
1561867147927748609,não vai me descer nunca uma pessoa que votou no bolsonaro NUNCAAAA,1250998098681307136
1561867147906895872,@beluzziapi O Bolsonaro n fala nada com nada kkkkkkkkk,1446698626818916352
1561867147600592898,Quando uparem a entrevista do bolsonaro no xvideos me avisem,732713406134915075
1561867147462180864,o bolsonaro é burro igual uma porta,1316908593220911105
1561867147151904774,Bolsonaro é um merda,1113292188945924096
1561867147139289089,cade os gados do bolsonaro postando q a entrevista tá sendo manipulada,1069683579859406850
1561867147101573120,governo sem corrupção bolsonaro? tem certeza?,1281359866007826432
1561867147097395203,O Bolsonaro dizendo q vivemos num país sem corrupção https://t.co/I4ppdbuk0j,106743746
1561867147046961153,TÃO ENGOLINDO O BOLSONARO AO VIVO KKKKKKKKKKKKKKKKKK VÉIO MENTIROSO DA DESGRAÇA,1150930142442770432
1561867146854076416,"bolsonaro tá parecendo eu, quando minha mãe me enche de perguntas e eu não sei responder nenhuma",1450199556822536193
1561867146635902981,Papacito bonner dando um show de senso no bolsonaro https://t.co/lG7hOD4eBp,3398161253
1561867146581393411,"@jornalnacional O papel da Renata é interromper as falas do #Bolsonaro 
#globolixo",1085858252213112833
1561867146317205504,vendo o bolsonaro pagar vergonha ao vivo,1512915897903685634
1561867146271117315,"pra q assistir bolsonaro, quando se pode assistir barbie com ela? 🤷‍♂️",1440152239650209797
1561867146262618112,"Sério, Bolsonaro fala nada com nada",1381019511248326656
1561867146031923200,Não consigo me acostumar com a feiura do Bolsonaro.,885481176177283072
1561867145973227523,bolsonaro me deixa PUTA só de ouvir ele falar,1291362098086400007
1561867145956540416,o bolsonaro no jornal nacional ta marcando o início de um inferno em casa,1287135280017870850
1561867145948139525,metam murro no bolsonaro,1208431476691394561
