id,text,user_id
1518271394982899712,como pode bixo tenho certeza que essa gata fede a chorume https://t.co/r3CJPPODJW,1508181324259119112
1518270948893462528,"@chihirours Infelizmente vai sempre ter gente idiota que vai assistir achando que é isso e não é atoa que tem um certo chorume de gente dizendo que é ruim por falta disso.
Enfim desculpa pelo meu tt anterior, mas espero que um dia a alice faz um livro (se ja nn tem ) com um casal principal+",1349908174577479682
1518270868652273667,@AtivoCalcinha Tie dye o chorume da moda,1437477199473426434
1518269342772871168,RT @PhotosSilva: @pavarini Cheirou a chorume gospel.,6042412
1518269240251494400,"@o_antagonista Santos Cruz faz, para mim,parte do chorume bolsonarista!",1266845416060059648
1518268131537473542,"@sakugabrasil 1000 de puro chorume de animação 

Entrega um show de luzes

Wow,melhor animação",913450761664724992
1518267600505028608,@rosana 🤣🤣🤣🤣🤣 o lixo não é referente a qualidade técnica da emissora que é incontestável!!! É referente a sua essência que é o extrato do purê do chorume!!! #GloboLixo,130010274
1518266095836307456,@coldsznight delicia de cabelo cheio de chorume,1516975433367134210
1518265874033041409,"RT @bot_eleicoes: João Doria ataca Bolsonaro novamente: ""picolé de chorume e paquita do capeta!"" https://t.co/fvMgyY2Upx",2717417381
1518265711432323072,"João Doria ataca Bolsonaro novamente: ""picolé de chorume e paquita do capeta!"" https://t.co/fvMgyY2Upx",1486791299386818566
1518270963074441216,@danbonnee @filipealvsss @cesarrlucas baixaria,1459204588989526029
1518270288575832065,"RT @MariaMa59879065: A TVI ficava melhor se tivesse prolongado este RS durante mais 1 mês, porque o público estava agarrado a estes concorr…",1249633896469344256
1518270174088073216,"A TVI ficava melhor se tivesse prolongado este RS durante mais 1 mês, porque o público estava agarrado a estes concorrentes. Inventou mais baixaria e desprezou os anteriores, fazendo deles uns bonecos. Este dia de hoje foi só o culminar de 2 meses de faltas de respeito. #bbtvi",1479148688618541058
1518269486041911298,RT @brussel_ive: @cirogomes Com esse seu discurso vc se iguala à extrema direita. Eles sim gostam de discurso de ódio. Por isso será sempre…,192760696
1518269465435246593,RT @brussel_ive: @cirogomes Com esse seu discurso vc se iguala à extrema direita. Eles sim gostam de discurso de ódio. Por isso será sempre…,3173971890
1518269238900932609,@gvbianchini @imangelwhoangel Q baixaria é essa aqui? https://t.co/Tx4OO4xWn9,145880499
1518268531258892290,@Lu_Machado28 Não apoio essa baixaria,1516272059663499265
1518268345925226498,"RT @L3itadas_l03n_: Macumba é baixaria demais. É literalmente a Série D dos demônios. São uns demônios tão baixos e desesperados e carnais,…",4864858521
1518267388504027139,"Cara do céu que que aconteceu naquele rolê, que baixaria",890682731960598528
1518267331478228994,@VinadeJulia Que baixaria,837469709180231680
1518271488926748672,=))))) mang trong mình dòng máu Lạc Hồng nó phải cứ gọi là quen thuộc với kiểu này. https://t.co/OstdCS3pVW,937237966447034368
1518271488033439750,tomamo mas no cu,4136125768
1518271487232380928,eu n entendo oq passa na cabeça dessas pessoas namoral pq alem d levar hate pra um leva tb pro próprio fav vao tomar no cu que chatice,1502075027348414468
1518271486649417729,"Vai tomar no cu, professor filho da puta",1327189763707842560
1518271482589487104,RT @ThuLinh_2k2: Nửa đêm đang ngủ mà bị thằng em trai đút cu vào lồn khi nào k hay 🤧🤧 https://t.co/VjiIhBWBaB,1498528037255921667
1518271479112163333,caralho aleluia vai tomar no cu everton,999583053721858049
1518271477954617344,"RT @0nibayashi: L de LULA não é L de Ladrão!
O Juíz provou nada,
LULA tá solto BABACA,
BOLSONARO NA PRISÃO!
É Férias no Cartão.
A Micheque…",1428440816339628038
1518271472258719744,My mom is still so mad that CU said we hit zero but ended up with 8pts in deductions hahahhahahahha 🫠🫠🫠,289710518
